(-43.3843, -40.5506, -42.9425)
(-67.2485, -63.437, -31.1673)
(-140.264, -151.712, -95.1027)
(-53.8624, -51.1231, -18.6788)
(-55.39, -51.1973, -42.645)
(-70.6847, -69.0706, -22.1965)
(-88.0615, -92.3046, -29.0699)
(-88.9127, -90.7318, -51.6201)
(-63.1544, -63.4646, -18.756)
(-102.737, -104.1, -46.5965)
(-27.9593, -26.7487, -1.77113)
(-112.037, -119.593, -39.2411)
(-55.3087, -53.7958, 2.32573)
(-28.5028, -32.0906, -6.76348)
(-71.7262, -65.7349, 4.98009)
(-17.5035, -8.4281, 2.67058)
(-64.54, -59.8323, -51.4329)
(-77.9386, -71.4112, -57.0073)
(-47.8365, -46.5379, -29.1939)
(-16.3475, -15.2376, -11.3059)
(-126.594, -127.22, -71.4583)
(-55.6323, -55.7543, -42.3814)
(-55.4563, -57.0946, -24.9603)
(-131.917, -135.998, -76.4954)
(-30.7008, -28.5048, -3.88966)
(-61.4195, -64.1536, -30.1532)
(-62.2667, -57.8447, -35.2853)
(-63.3415, -55.5955, -18.0872)
(-84.8496, -77.2101, -44.9902)
(-78.4482, -71.372, -22.6704)
(-117.321, -118.428, -38.3595)
(-44.2668, -37.8035, 4.42044)
(-78.2802, -73.5947, -20.4092)
(-16.5165, -11.8965, 3.93068)
(-51.3761, -43.9483, -0.965)
(-53.1824, -43.8357, -42.0239)
(-67.6559, -59.3906, -43.7928)
(-47.7728, -43.5611, -27.949)
(-29.5213, -25.3369, -26.4744)
(-131.816, -130.077, -74.3761)
(-74.6438, -72.4405, -52.4378)
(-86.9126, -82.3925, -37.8776)
(-98.2078, -96.4924, -62.7591)
(-69.3463, -56.5745, -27.3281)
(-48.0819, -43.7539, -21.691)
(-39.4967, -34.6792, -22.9902)
(-16.3035, -15.813, -3.23414)
(-86.3182, -77.7396, -35.4419)
(-14.853, -12.7335, -2.63783)
(-55.5655, -48.5721, -20.1844)
(-27.6038, -21.6687, 1.60799)
(-55.216, -43.054, -19.7471)
(-27.2508, -21.4202, 1.29128)
(-28.0529, -22.4197, -4.73341)
(-38.3105, -29.8047, -32.9424)
(-37.6033, -27.1608, -27.7304)
(-53.157, -41.9604, -29.3156)
(-31.4903, -26.327, -23.7927)
(-54.2463, -42.1272, -25.3255)
(-27.7193, -20.877, -25.2422)
(-40.0155, -30.5516, -14.4672)
(-25.2557, -20.3151, -19.0467)
(-63.9354, -47.9618, -32.1973)
(-33.8039, -28.1307, -13.8305)
(-16.1384, -13.1233, -5.6455)
(-35.6813, -30.0711, -10.3091)
(-36.8495, -28.5915, -10.0137)
(-51.6943, -42.9636, -10.8518)
(-65.6907, -54.8775, -12.3764)
(-65.2649, -54.8457, -11.8088)
(-17.2515, -14.3179, -1.95897)
(-49.9996, -42.1175, -2.03751)
(-51.5321, -43.586, -1.79364)
(-14.1059, -7.76692, -10.2925)
(-54.4856, -40.8701, -45.4783)
(-35.4532, -25.4175, -20.553)
(-51.4813, -39.0028, -32.35)
(-49.9286, -37.1084, -26.9486)
(-15.0513, -11.8804, -9.84643)
(-45.9865, -37.2398, -23.1481)
(-50.1901, -36.0587, -24.1322)
(-42.3167, -30.0187, -21.1137)
(-16.3911, -10.3999, -6.87067)
(-50.9861, -44.0687, -21.0311)
(-36.8383, -21.0827, -9.96029)
(-35.446, -19.4801, -9.50771)
(-32.9763, -21.7723, -6.2216)
(-29.425, -20.8524, -4.39271)
(-15.8689, -6.16268, -3.32057)
(-32.0986, -20.9304, -5.31663)
(-14.2864, -9.90015, -0.937871)
(-16.0821, -10.9941, -0.511452)
(-23.1005, -44.5903, -22.2225)
(-57.5702, -117.181, -49.5902)
(-22.3895, -50.2999, -23.2492)
(-22.2045, -50.5258, -20.4674)
(-67.0996, -144.172, -55.5216)
(-56.2821, -115.493, -43.4854)
(-78.2844, -162.186, -61.2662)
(-33.5585, -72.0692, -23.125)
(-33.9481, -67.4313, -11.9406)
(-33.9692, -72.1605, -18.977)
(-23.0405, -45.457, -5.0682)
(-11.4795, -25.6708, -5.16357)
(-68.565, -138.188, -50.9605)
(-56.5567, -121.112, -16.6151)
(-11.3087, -24.1333, -4.75822)
(-56.2633, -119.254, -6.77366)
(-90.1382, -190.818, -19.4937)
(-11.6207, -23.6487, 1.56241)
(-79.9988, -172.202, -14.5862)
(-91.7653, -170.809, -61.0721)
(-49.0957, -93.8955, -50.6376)
(-36.7546, -71.4564, -27.9853)
(-48.2773, -95.4279, -49.879)
(-23.3958, -48.6192, -15.1434)
(-46.4748, -96.4591, -45.3724)
(-48.5839, -93.1159, -26.6436)
(-23.892, -50.1649, -20.197)
(-80.5216, -153.446, -46.7885)
(-23.0219, -49.2425, -12.0408)
(-57.9897, -110.171, -37.4287)
(-10.4796, -25.9499, -3.39422)
(-23.2522, -45.6042, -10.9239)
(-46.4199, -99.3567, -14.0174)
(-70.1611, -148.336, -18.5912)
(-79.813, -168.288, -18.828)
(-22.5841, -45.7686, -7.5977)
(-36.0471, -74.9283, -3.82728)
(-68.0531, -144.713, -10.9329)
(-80.9664, -134.508, -65.1499)
(-114.423, -199.154, -79.8755)
(-45.7483, -92.4081, -40.7366)
(-77.4512, -146.189, -78.3792)
(-106.413, -211.268, -91.4168)
(-117.252, -230.191, -89.6314)
(-67.9864, -118.304, -31.6037)
(-29.9538, -68.7856, -26.1067)
(-157.485, -295.345, -86.2144)
(-140.398, -269.726, -79.5695)
(-99.7355, -191.213, -75.7767)
(-113.305, -217.753, -28.6344)
(-95.9239, -155.315, -54.0907)
(-107.819, -199.762, -33.0185)
(-142.537, -273.784, -79.6011)
(-78.6084, -139.248, -25.1)
(-74.279, -132.862, -26.3435)
(-70.2906, -104.032, 3.58942)
(-23.4378, -46.1377, -1.32474)
(-46.3508, -75.8612, -44.1884)
(-82.0307, -133.443, -65.4936)
(-168.437, -280.781, -134.096)
(-11.5128, -27.4461, -11.1658)
(-26.0822, -50.7387, -18.1351)
(-26.8678, -51.341, -20.4319)
(-63.8762, -113.773, -34.9298)
(-71.2992, -119.789, -46.5307)
(-65.866, -105.637, -30.1272)
(-44.14, -75.7929, -16.7372)
(-82.9278, -150.534, -44.2485)
(-15.6027, -27.9729, -3.06057)
(-67.961, -117.374, -18.4111)
(-13.7638, -25.8417, -1.81856)
(-65.6246, -113.429, -15.9403)
(-65.6144, -118.212, -11.8015)
(-12.9393, -26.4145, 0.23865)
(-12.6294, -24.5316, -0.0449747)
(-10.4884, -28.8264, 0.859842)
(-89.4408, -161.419, -84.9634)
(-79.8732, -140.075, -83.0267)
(-74.45, -140.548, -71.6542)
(-78.5841, -121.262, -58.6306)
(-97.2295, -161.13, -62.9971)
(-97.5916, -160.603, -81.6463)
(-119.36, -205.786, -84.929)
(-74.954, -121.525, -48.9666)
(-86.5453, -145.065, -46.1475)
(-100.43, -174.472, -53.9816)
(-76.3755, -169.353, -9.28974)
(-55.1138, -88.304, -21.5089)
(-39.2026, -65.8384, -14.239)
(-36.481, -59.8908, -8.84975)
(-199.518, -342.583, -63.3237)
(-123.461, -202.599, -24.0356)
(-122.136, -196.963, -19.778)
(-109.105, -177.531, 0.903507)
(-142.595, -236.189, -18.6679)
(-56.8564, -92.6832, -64.6197)
(-148.487, -287.658, -130.269)
(-184.146, -348.81, -204.463)
(-113.421, -183.676, -76.0107)
(-72.6891, -117.552, -38.9312)
(-80.6187, -142.939, -74.0361)
(-124.557, -216.532, -85.9721)
(-165.417, -296.761, -131.735)
(-113.778, -197.646, -75.2964)
(-149.81, -263.723, -79.0624)
(-146.357, -261.005, -107.651)
(-89.744, -167.045, -28.7568)
(-83.1754, -134.87, -43.9729)
(-81.8935, -134.145, -15.4424)
(-67.828, -106.985, -29.7636)
(-113.128, -179.849, -4.58196)
(-137.059, -220.741, -31.6447)
(-22.3775, -36.152, 3.59966)
(-67.283, -119.835, -5.25896)
(-58.5527, -94.2932, -60.2928)
(-104.172, -172.654, -87.5794)
(-62.3955, -109.771, -39.2924)
(-51.488, -81.5181, -46.6405)
(-61.2419, -90.9287, -36.9202)
(-158.654, -259.868, -140.322)
(-127.824, -180.672, -47.3716)
(-104.794, -160.35, -61.5848)
(-210.113, -288.519, -94.9792)
(-96.2777, -140.168, -35.9663)
(-84.4391, -120.324, -31.2622)
(-36.2514, -59.8015, -13.9277)
(-36.7473, -49.9303, -24.5141)
(-95.0329, -131.613, -0.160287)
(-123.694, -153.128, -14.768)
(-91.1506, -130.27, 8.08749)
(-182.006, -266.882, -93.162)
(-134.116, -206.485, -2.39224)
(-124.856, -203.74, -19.6085)
(-91.2555, -132.119, -84.1251)
(-93.8095, -147.527, -63.7355)
(-135.305, -228.866, -90.3041)
(-55.5913, -92.3383, -64.6546)
(-200.187, -255.566, -88.8314)
(-79.9971, -116.767, -62.5348)
(-115.689, -179.706, -72.8669)
(-158.93, -260.725, -125.543)
(-250.148, -338.573, -134.881)
(-90.7501, -165.357, -50.2015)
(-105.41, -171.514, -14.2948)
(-102.197, -170.937, -20.151)
(-59.9155, -91.0608, -25.4188)
(-93.686, -131.402, -15.2152)
(-231.066, -359.421, -126.127)
(-137.627, -194.178, -14.0106)
(-92.6562, -72.9916, -34.1086)
(-76.2082, -109.374, 14.5807)
(-66.6078, -100.712, 11.0241)
(-125.968, -172.59, -108.905)
(-173.42, -219.232, -125.505)
(-231.594, -284.087, -140.974)
(-145.142, -227.515, -135.695)
(-61.5659, -75.8198, -36.001)
(-68.5021, -97.1887, -64.0488)
(-75.9774, -134.207, -36.9949)
(-218.612, -317.769, -191.781)
(-274.849, -428.959, -81.6015)
(-264.566, -323.338, -124.401)
(-170.674, -254.631, -89.4685)
(-188.639, -300.742, -107.256)
(-154.676, -184.067, -132.298)
(-110.583, -182.276, -34.762)
(-106.88, -144.1, -60.419)
(-89.5117, -124.471, 14.2664)
(-265.607, -363.451, -145.044)
(-66.544, -98.5099, 11.9813)
(-232.673, -335.664, -32.5692)
(-101.205, -127.014, -107.67)
(-165.259, -181.23, -94.0783)
(-155.207, -252.718, -139.356)
(-11.1644, -16.1595, -14.622)
(-128.271, -185.459, -74.7055)
(-91.6423, -125.821, -85.8856)
(-192.731, -269.666, -75.3754)
(-284.69, -379.878, -237.21)
(-264.865, -374.924, -122.933)
(-258.829, -314.659, -142.236)
(-200.646, -224.134, -77.731)
(-91.76, -138.212, -14.3459)
(-143.838, -178.253, -67.3195)
(-237.343, -316.949, -44.8616)
(-173.64, -252.181, -79.2617)
(-224.107, -302.07, -26.1639)
(-279.498, -379.422, -122.742)
(-55.3814, -74.7878, 5.72034)
(-113.918, -177.013, -8.00621)
(-235.759, -284.583, -203.783)
(-102.196, -149.196, -95.6949)
(-184.271, -231.677, -145.135)
(-178.337, -247.35, -151.674)
(-218.703, -311.706, -178.949)
(-132.322, -169.466, -154.507)
(-147.182, -218.563, -95.1688)
(-207.683, -295.223, -162.312)
(-272.462, -347.222, -120.126)
(-154.645, -248.248, -117.604)
(-50.2211, -69.8762, -15.2242)
(-174.658, -216.024, -76.786)
(-315.982, -465.818, -157.083)
(-92.1942, -142.228, -27.5705)
(-210.604, -264.341, -81.9806)
(-253.773, -344.174, -23.6564)
(-201.147, -286.156, -48.8436)
(-70.6271, -93.1295, 9.98081)
(-111.955, -170.331, -1.17703)
(-68.6029, -78.6243, -80.4142)
(-11.789, -27.5955, -12.7844)
(-263.595, -309.736, -156.101)
(-22.3649, -25.6288, -28.6621)
(-224.7, -277.62, -127.072)
(-134.032, -156.46, -154.676)
(-181.657, -232.398, -127.834)
(-260.7, -346.162, -185.603)
(-263.459, -300.873, -143.233)
(-250.895, -316.622, -136.049)
(-11.5633, -30.1367, -5.49765)
(-264.652, -359.672, -121.808)
(-217.66, -235.357, -139.796)
(-100.546, -120.318, -3.08237)
(-276.26, -315.435, -171.1)
(-76.6716, -97.1355, 2.89231)
(-323.487, -383.294, -151.883)
(-10.9494, -16.617, 3.4669)
(-275.975, -379.441, -17.8633)
(-192.116, -208.562, -185.433)
(-270.523, -353.352, -231.65)
(-222.361, -302.62, -199.763)
(-11.2135, -14.3282, -14.3201)
(-183.703, -237.622, -160.338)
(-135.879, -154.504, -149.4)
(-196.146, -212.91, -93.2327)
(-137.425, -159.916, -125.253)
(-237.622, -272.492, -89.8842)
(-97.2374, -108.943, -57.79)
(-147.655, -153.339, -112.069)
(-215.079, -302.846, -85.6249)
(-190.212, -229.527, -95.9446)
(-245.021, -340.919, -77.3528)
(-226.827, -307.185, -92.2981)
(-111.746, -156.603, 0.664015)
(-154.259, -200.59, -55.8171)
(-70.7405, -94.8446, -1.80987)
(-35.1155, -41.9783, 5.08427)
(-147.564, -156.494, -144.245)
(-170.657, -197.223, -143.877)
(-256.916, -327.907, -169.1)
(-56.4789, -78.3014, -64.4049)
(-127.709, -139.631, -88.3059)
(-202.816, -228.973, -207.207)
(-193.754, -248.685, -138.102)
(-157.656, -181.218, -150.546)
(-94.1685, -166.23, -71.5484)
(-139.521, -153.472, -100.494)
(-232.058, -257.958, -99.7308)
(-148.643, -202.817, -38.1521)
(-174.817, -223.759, -111.711)
(-174.798, -229.753, -24.3174)
(-231.987, -264.369, -136.809)
(-83.0012, -104.378, -4.01906)
(-196.452, -234.309, -71.5848)
(-22.702, -26.2348, 2.71264)
(-33.6625, -45.0751, 8.49825)
(-79.1265, -79.8365, -90.1391)
(-102.542, -104.162, -100.216)
(-148.027, -149.424, -96.8645)
(-146.097, -176.808, -155.368)
(-183.151, -205.075, -127.727)
(-179.909, -189.055, -182.98)
(-287.256, -309.712, -153.397)
(-244.331, -301.082, -178.809)
(-258.862, -283.877, -117.518)
(-106.081, -118.516, -87.2961)
(-145.34, -147.143, -79.3127)
(-118.906, -146.92, -43.3352)
(-210.533, -218.638, -93.7685)
(-177.713, -229.932, -23.6278)
(-268.455, -363.626, -141.076)
(-189.656, -237.516, -4.08554)
(-267.591, -306.272, -107.88)
(-10.4241, -13.9966, 3.23261)
(-299.792, -388.577, -80.7529)
(-145.356, -231.919, -124.329)
(-167.782, -177.699, -190.476)
(-141.422, -174.005, -112.566)
(-213.456, -265.606, -252.599)
(-323.28, -360.076, -181.946)
(-230.626, -254.298, -229.594)
(-203.689, -212.442, -105.613)
(-121.13, -112.256, -105.776)
(-113.567, -97.4996, -45.5659)
(-190.536, -206.507, -93.2469)
(-46.6632, -41.6499, -26.7819)
(-63.5913, -68.5459, -26.3004)
(-94.6505, -84.7082, -31.8526)
(-152.307, -157.724, -55.2907)
(-105.8, -116.573, -24.0166)
(-127.977, -131.167, -34.7066)
(-95.789, -94.5561, -30.7914)
(-11.701, -6.15217, -0.0576142)
(-48.264, -52.6837, -9.00136)
(-101.955, -81.2085, -101.065)
(-100.823, -80.918, -90.6096)
(-153.075, -114.164, -110.18)
(-100.15, -91.4712, -93.3521)
(-101.348, -84.261, -58.4055)
(-77.3597, -63.9092, -89.6087)
(-197.382, -177.352, -150.355)
(-156.692, -137.873, -112.985)
(-78.4345, -64.3435, -43.3138)
(-302.037, -337.631, -196.354)
(-72.7188, -56.9856, -25.1619)
(-344.681, -464.468, -215.792)
(-98.393, -93.343, -41.4834)
(-159.675, -148.117, -27.2685)
(-110.897, -97.2571, -34.1462)
(-100.489, -92.3298, -25.141)
(-151.625, -146.943, -28.3825)
(-115.039, -117.057, -3.04339)
(-260.137, -264.699, -15.5182)
(-122.224, -92.0619, -122.568)
(-92.7306, -68.2851, -71.0757)
(-10.2939, -6.6785, -10.504)
(-164.653, -132.284, -147.519)
(-124.536, -94.2523, -100.195)
(-155.533, -119.147, -124.194)
(-200.467, -163.572, -145.612)
(-145.694, -112.148, -113.63)
(-76.8621, -54.5264, -42.1908)
(-43.5912, -29.2053, -27.4342)
(-81.1892, -64.3652, -37.2458)
(-10.2739, -5.86465, -3.50176)
(-41.7026, -28.9062, -19.2739)
(-77.0901, -52.4226, -27.299)
(-76.4562, -53.044, -22.9621)
(-87.3956, -61.5451, -17.0078)
(-44.1148, -29.7234, -7.11069)
(-10.9674, -7.29937, 1.26438)
(-44.0846, -30.2066, -4.11673)
(-91.8657, -181.525, -113.449)
(-187.495, -386.667, -217.226)
(-94.1202, -209.732, -103.398)
(-105.766, -228.937, -111.497)
(-135.8, -293.856, -132.91)
(-127.073, -271.685, -116.522)
(-87.245, -192.043, -77.5673)
(-87.5877, -193.547, -67.786)
(-187.218, -369.187, -129.526)
(-142.275, -296.505, -91.7667)
(-165.908, -328.013, -94.1053)
(-89.544, -192.213, -43.6413)
(-111.628, -232.817, -49.9694)
(-130.957, -275.418, -49.9345)
(-121.564, -251.005, -34.7295)
(-113.536, -226.756, -28.8055)
(-124.338, -250.894, -24.8222)
(-121.601, -245.975, -14.7925)
(-107.914, -225.166, -3.60711)
(-180.267, -350.564, -221.23)
(-183.598, -358.57, -218.146)
(-188.826, -365.266, -198.818)
(-92.5357, -188.727, -102.951)
(-149.525, -289.551, -111.205)
(-115.776, -230.014, -117.44)
(-121.739, -255.398, -84.124)
(-64.3771, -135.917, -55.2829)
(-164.999, -311.312, -115.713)
(-62.4836, -133.152, -40.9258)
(-208.204, -401.506, -131.238)
(-117.701, -256.729, -78.2363)
(-103.001, -213.343, -45.8831)
(-107.72, -212.348, -47.4075)
(-105.18, -215.775, -42.3542)
(-101.486, -186.542, -38.43)
(-68.1887, -126.295, -22.7243)
(-41.4001, -83.8536, 0.787975)
(-115.646, -225.621, -9.46252)
(-104.619, -183.569, -129.62)
(-98.3942, -176.622, -96.7734)
(-195.929, -360.026, -197.388)
(-138.626, -234.651, -136.08)
(-241.238, -449.184, -227.671)
(-164.362, -300.783, -129.955)
(-205.195, -369.2, -171.207)
(-157.161, -280.679, -127.491)
(-180.899, -340.018, -125.267)
(-193.313, -356.167, -129.46)
(-224.514, -406.611, -136.697)
(-116.84, -210.413, -72.8784)
(-151.351, -279.682, -81.2127)
(-212.511, -375.11, -57.8251)
(-184.437, -325.586, -72.9314)
(-127.032, -220.392, -19.2667)
(-164.908, -292.164, -51.1172)
(-173.498, -303.963, -4.01289)
(-147.229, -284.04, -0.63416)
(-115.687, -194.57, -143.814)
(-120.195, -192.19, -119.775)
(-243.849, -439.336, -231.305)
(-200.723, -347.551, -169.587)
(-254.905, -447.837, -199.738)
